Uniprot Accession;Description;Gene name;IBAQ Amount in Ref2824 , fmol/ug yeast protein;Abundance Ratio: (S1) / (Ref2824);Abundance Ratio: (S2) / (Ref2824);Abundance Ratio: (S3) / (Ref2824);Abundance Ratio: (S4) / (Ref2824);Abundance Ratio: (S5) / (Ref2824);Abundance Ratio: (S6) / (Ref2824);Sequence Coverage [%];Identified Peptides;PSMs;Identified Unique Peptides;MW [kDa]
P53598;Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LSC1 PE=1 SV=1;LSC1;9,98E-01;0,398;0,397;0,386;0,409;0,414;0,422;33;8;17;8;35
P38629;Replication factor C subunit 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RFC3 PE=1 SV=1;RFC3;1,86E+00;0,781;0,803;0,818;0,846;0,86;0,851;43;12;17;12;38,2
P38777;Family of serine hydrolases 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FSH1 PE=1 SV=1;FSH1;4,65E-01;2,002;2,183;1,989;2,478;2,625;2,546;53;9;17;9;27,3
P49166;60S ribosomal protein L37-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL37A PE=1 SV=2;RPL37A;1,11E+01;0,964;1,005;0,958;1,032;1,045;1,068;48;5;17;3;9,8
P09959;Regulatory protein SWI6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SWI6 PE=1 SV=1;SWI6;1,40E-01;0,659;0,651;0,667;0,705;0,747;0,76;23;16;17;16;90,5
Q05580;E3 ubiquitin-protein ligase HEL2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HEL2 PE=1 SV=1;HEL2;1,18E-02;1,395;1,422;1,479;1,659;1,662;1,691;25;14;17;14;72,7
P33201;Ribosome assembly factor MRT4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRT4 PE=1 SV=1;MRT4;1,85E+00;1,043;1,108;1,013;1,341;1,342;1,295;56;11;17;11;27
P32795;Mitochondrial inner membrane i-AAA protease supercomplex subunit YME1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YME1 PE=1 SV=1;YME1;3,37E-01;1,26;1,24;1,269;1,176;1,158;1,157;21;14;17;14;81,7
P32844;Exocyst complex component SEC6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC6 PE=1 SV=2;SEC6;1,77E-01;0,942;0,943;0,981;1,025;0,997;1,059;16;14;17;13;93,4
P37304;Protein PAM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PAM1 PE=1 SV=2;PAM1;8,04E-02;3,224;3,285;3,136;3,596;3,725;3,618;23;16;17;15;92,8
P38789;Ribosome biogenesis protein SSF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SSF1 PE=1 SV=1;SSF1;3,55E-01;0,856;0,853;0,858;1,203;1,105;1,073;26;12;17;3;51,7
Q02201;Oxysterol-binding protein homolog 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=OSH6 PE=1 SV=1;OSH6;3,30E-01;2,733;2,626;2,789;3,196;3,384;3,329;33;15;17;14;51,6
P38630;Replication factor C subunit 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RFC1 PE=1 SV=1;RFC1;8,56E-02;1,089;1,137;1,102;1,278;1,263;1,234;18;14;17;14;94,8
P34077;Nucleoporin NIC96 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NIC96 PE=1 SV=2;NIC96;7,32E-01;0,771;0,762;0,836;0,858;0,848;0,852;20;17;17;17;96,1
P38883;Pre-rRNA-processing protein RIX1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RIX1 PE=1 SV=2;RIX1;1,91E-01;0,901;0,969;0,957;1,243;1,253;1,226;20;13;16;13;86,7
P39743;Reduced viability upon starvation protein 167 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RVS167 PE=1 SV=1;RVS167;1,80E-01;2,844;2,858;2,844;3,088;3,199;3,208;27;9;16;9;52,7
Q06708;Vacuole morphology and inheritance protein 14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VAC14 PE=1 SV=1;VAC14;4,89E-01;0,678;0,647;0,676;0,729;0,776;0,763;16;13;16;13;99,7
P40340;Tat-binding homolog 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YTA7 PE=1 SV=2;YTA7;7,41E-02;1,377;1,358;1,407;1,422;1,416;1,391;12;14;16;14;157,3
Q12447;Polyamine N-acetyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PAA1 PE=1 SV=1;PAA1;4,10E+00;2,487;2,615;2,503;2,655;2,744;2,538;43;7;16;7;21,9
P25343;Reduced viability upon starvation protein 161 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RVS161 PE=1 SV=1;RVS161;4,91E+00;1,064;1,08;1,084;1,2;1,208;1,228;34;10;16;10;30,2
P32836;GTP-binding nuclear protein GSP2/CNR2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GSP2 PE=1 SV=1;GSP2;1,33E+01;1,657;1,613;1,644;1,788;1,757;1,762;21;5;16;5;25
Q03774;tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit TRM82 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TRM82 PE=1 SV=1;TRM82;1,94E-01;1,014;1,045;1,024;1,06;1,081;1,034;33;12;16;12;50,5
P38323;ATP-dependent clpX-like chaperone, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MCX1 PE=1 SV=1;MCX1;3,50E-01;1,33;1,33;1,376;1,355;1,426;1,313;19;10;16;10;57,9
P32915;Protein transport protein SEC61 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC61 PE=1 SV=1;SEC61;3,57E+00;0,903;0,881;0,928;0,954;0,93;0,98;15;8;16;8;52,9
P45818;ATP-dependent RNA helicase ROK1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ROK1 PE=1 SV=1;ROK1;3,45E-01;0,839;0,861;0,853;1,069;1,049;1,044;22;11;16;11;63,6
Q07362;Protein PBP4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PBP4 PE=1 SV=1;PBP4;1,10E+00;0,862;0,913;0,884;1,037;0,983;0,993;40;7;16;7;19,9
Q00764;Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 56 kDa subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TPS1 PE=1 SV=2;TPS1;1,48E+00;0,875;0,789;0,824;0,801;0,81;0,794;22;9;16;9;56,1
P28272;Dihydroorotate dehydrogenase (fumarate) OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=URA1 PE=1 SV=1;URA1;2,46E+00;1,333;1,395;1,331;1,97;1,989;1,868;23;8;16;8;34,8
P51534;SWI5-dependent HO expression protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SHE4 PE=1 SV=2;SHE4;5,01E-01;0,404;0,405;0,419;0,392;0,412;0,428;16;12;16;12;89,5
P38272;SWI5-dependent HO expression protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SHE3 PE=1 SV=1;SHE3;4,61E-02;2,79;2,86;2,742;3,248;3,273;3,144;28;9;16;9;47,4
P38237;Ubiquitin carboxyl-terminal hydrolase 14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UBP14 PE=1 SV=2;UBP14;9,38E-02;0,655;0,655;0,679;0,659;0,69;0,687;22;13;16;13;88,6
P36148;Glycerol-3-phosphate O-acyltransferase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GPT2 PE=1 SV=1;GPT2;3,50E-01;0,287;0,268;0,285;0,25;0,251;0,258;21;13;16;13;83,6
Q12428;Probable 2-methylcitrate dehydratase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PDH1 PE=1 SV=1;PDH1;7,60E+00;0,066;0,076;0,077;0,053;0,054;0,061;24;12;16;12;57,6
P53734;ATP-dependent RNA helicase DBP6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DBP6 PE=1 SV=1;DBP6;2,10E-01;0,722;0,719;0,741;0,876;0,885;0,858;24;14;16;14;70,3
P40959;Sorting nexin MVP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MVP1 PE=1 SV=2;MVP1;4,01E-01;0,645;0,657;0,651;0,692;0,723;0,743;25;12;16;11;59,6
Q08971;Protein PBDC1 homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPL225W PE=1 SV=1;;7,65E+00;1,091;1,059;1,063;1,113;1,226;1,225;53;7;16;7;17,4
Q04279;Eisosome protein SEG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEG1 PE=1 SV=1;SEG1;1,33E-02;0,714;0,634;0,767;0,815;0,791;0,739;16;14;16;14;105,8
Q06698;Putative ATP-dependent RNA helicase YLR419W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YLR419W PE=1 SV=1;;1,62E-01;0,517;0,516;0,54;0,593;0,608;0,611;11;15;16;15;162,9
P53049;Oligomycin resistance ATP-dependent permease YOR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YOR1 PE=1 SV=1;YOR1;6,05E-02;1,226;1,214;1,283;1,257;1,164;1,135;12;15;16;14;166,6
P23776;Glucan 1,3-beta-glucosidase I/II OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=EXG1 PE=1 SV=1;EXG1;1,43E+00;2,512;2,153;2,319;2,299;2,414;2,235;31;10;16;10;51,3
P53868;Alpha-1,2-mannosyltransferase ALG9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ALG9 PE=1 SV=1;ALG9;9,32E-01;0,514;0,514;0,508;0,474;0,498;0,501;17;9;16;9;63,7
P20604;Serine/threonine-protein phosphatase PP1-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SIT4 PE=1 SV=1;SIT4;1,21E-01;1,76;1,731;1,79;1,792;1,777;1,807;36;11;16;11;35,5
P38244;Vacuolar membrane protease OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PFF1 PE=1 SV=3;PFF1;1,88E-01;0,942;0,959;0,906;1,02;0,996;1,049;13;13;16;13;111
P16451;Pyruvate dehydrogenase complex protein X component, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PDX1 PE=1 SV=1;PDX1;6,64E-01;0,882;0,95;0,889;0,987;1,026;1,028;31;12;16;12;45,3
Q03661;Silent chromatin protein ESC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ESC1 PE=1 SV=1;ESC1;1,20E-02;1,74;1,744;1,784;1,819;2,014;2,049;10;12;16;12;187
P46959;tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GCD14 PE=1 SV=1;GCD14;1,99E-01;1,222;1,207;1,239;1,332;1,326;1,342;31;12;16;12;43,9
P32600;Serine/threonine-protein kinase TOR2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TOR2 PE=1 SV=3;TOR2;9,12E-02;1,041;1,044;1,096;1,072;1,071;1,08;7;16;16;15;281,4
Q06493;LETM1 domain-containing protein YLH47, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YLH47 PE=1 SV=1;YLH47;1,06E+00;0,299;0,294;0,298;0,364;0,375;0,379;26;12;16;12;52,1
Q01080;DNA-directed RNA polymerase I subunit RPA49 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPA49 PE=1 SV=2;RPA49;3,61E-01;0,724;0,751;0,712;0,847;0,874;0,864;25;9;16;9;46,6
P38890;Putative protein lysine methyltransferase SET5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SET5 PE=1 SV=1;SET5;6,95E-02;1,741;1,752;1,739;1,645;1,706;1,702;25;14;16;14;60,5
Q04958;Lysophospholipase NTE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NTE1 PE=1 SV=1;NTE1;4,31E-01;0,823;0,847;0,904;0,993;0,951;0,999;10;16;16;16;187
P13298;Orotate phosphoribosyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=URA5 PE=1 SV=2;URA5;6,99E+00;0,768;0,859;0,808;0,879;0,973;1,006;38;8;16;7;24,6
P38694;Putative aldehyde dehydrogenase-like protein YHR039C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MSC7 PE=1 SV=1;MSC7;8,11E-01;0,91;1,006;0,997;0,796;0,916;0,842;28;14;16;14;71,3
Q07381;Ribosome biogenesis protein TSR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TSR1 PE=1 SV=1;TSR1;2,05E-01;0,792;0,816;0,798;0,95;0,993;0,924;17;13;16;13;90,7
P38996;Nuclear polyadenylated RNA-binding protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NAB3 PE=1 SV=1;NAB3;3,32E-01;1,273;1,296;1,288;1,345;1,42;1,467;19;11;16;11;90,4
P40303;Proteasome subunit alpha type-4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRE6 PE=1 SV=1;PRE6;4,02E+00;1,731;1,837;1,706;1,895;1,904;1,832;47;9;16;9;28,4
Q12746;Plasma membrane-associated coenzyme Q6 reductase PGA3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PGA3 PE=1 SV=1;PGA3;6,20E-01;3,089;3,144;2,925;2,973;3,045;2,999;31;8;16;8;35,3
Q04178;Hypoxanthine-guanine phosphoribosyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HPT1 PE=1 SV=1;HPT1;6,75E-01;2,593;2,655;2,639;2,843;2,934;2,96;40;8;16;8;25,2
Q03281;Inner nuclear membrane protein HEH2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HEH2 PE=1 SV=1;HEH2;7,70E-02;1,09;1,108;1,123;1,283;1,299;1,303;24;14;16;14;76,3
P53296;Alcohol O-acetyltransferase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ATF2 PE=1 SV=1;ATF2;7,13E-03;2,76;2,897;2,759;2,446;2,49;2,645;28;12;16;12;61,9
P32474;Protein disulfide-isomerase EUG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=EUG1 PE=1 SV=1;EUG1;1,55E-01;5,103;5,448;4,852;5,343;6,065;5,853;20;9;16;9;58,9
P23287;Serine/threonine-protein phosphatase 2B catalytic subunit A1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CNA1 PE=1 SV=2;CNA1;4,16E-02;2,417;2,415;2,538;2,76;2,711;2,832;24;12;16;11;63
P23585;High-affinity glucose transporter HXT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT2 PE=1 SV=1;HXT2;5,36E+00;0,61;0,638;0,605;0,726;0,725;0,798;17;7;16;6;59,8
P53741;UBP3-associated protein BRE5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BRE5 PE=1 SV=1;BRE5;1,58E-02;3,3;3,35;3,284;3,522;3,473;3,461;33;13;16;13;57,6
Q12452;3-keto-steroid reductase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ERG27 PE=1 SV=1;ERG27;9,51E-01;1,011;1,094;1,095;1,249;1,505;1,381;24;9;16;9;39,7
Q02959;Histone deacetylase HOS3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HOS3 PE=1 SV=1;HOS3;1,61E-01;0,99;0,966;1,006;1,049;1,109;1,082;19;11;16;10;79,2
P38087;Carrier protein YMC2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YMC2 PE=1 SV=1;YMC2;8,10E-01;0,868;0,871;0,896;0,53;0,51;0,525;29;11;16;11;36,5
P11972;Protein SST2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SST2 PE=1 SV=2;SST2;7,31E-02;1,572;1,552;1,589;1,707;1,751;1,643;23;13;16;13;79,7
Q03048;Cofilin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COF1 PE=1 SV=1;COF1;4,66E-01;1,241;1,242;1,266;1,349;1,391;1,323;44;4;16;4;15,9
P27614;Carboxypeptidase S OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CPS1 PE=1 SV=2;CPS1;1,05E+01;0,227;0,22;0,231;0,184;0,196;0,198;24;13;16;13;64,6
P38758;Putative oxidoreductase TDA3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TDA3 PE=1 SV=2;TDA3;4,60E-01;0,789;0,761;0,752;0,749;0,774;0,758;30;13;16;13;57,6
P23594;Serine/threonine-protein phosphatase PP2A-1 catalytic subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PPH21 PE=1 SV=1;PPH21;;2,29;2,349;2,474;2,756;2,812;2,832;42;10;16;1;41,9
P15436;DNA polymerase delta catalytic subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=POL3 PE=1 SV=4;POL3;9,71E-02;1,005;1,011;1,046;1,075;1,062;1,058;16;16;16;16;124,5
Q08235;Ribosome biogenesis protein BRX1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BRX1 PE=1 SV=2;BRX1;6,25E-01;0,713;0,719;0,753;0,928;0,894;0,932;46;11;16;11;33,5
P51601;GTP cyclohydrolase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FOL2 PE=1 SV=1;FOL2;1,94E+00;1,567;1,593;1,554;1,132;1,168;1,14;41;10;16;10;27,8
P32335;Protein MSS51, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MSS51 PE=1 SV=2;MSS51;1,06E+00;0,792;0,752;0,808;0,915;0,891;0,917;30;13;16;13;50,8
Q07979;Chromatin structure-remodeling complex protein RSC58 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSC58 PE=1 SV=1;RSC58;4,22E-01;0,85;0,878;0,884;0,943;1,007;0,987;26;13;16;13;57,8
P38439;RNA polymerase-associated protein LEO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LEO1 PE=1 SV=1;LEO1;2,20E-02;1,166;1,122;1,129;1,221;1,302;1,295;29;10;16;10;53,9
P39929;Vacuolar-sorting protein SNF7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SNF7 PE=1 SV=1;SNF7;2,89E-01;1,603;1,496;1,519;1,407;1,44;1,434;39;8;16;8;27
Q12000;Translation machinery-associated protein 46 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TMA46 PE=1 SV=2;TMA46;2,18E-01;0,786;0,814;0,802;1,096;1,09;1,089;20;8;16;8;39,5
Q00711;Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SDH1 PE=1 SV=1;SDH1;1,81E+00;0,346;0,407;0,391;0,465;0,44;0,436;21;12;16;11;70,2
P18899;Stress protein DDR48 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DDR48 PE=1 SV=4;DDR48;;5,405;4,614;5,229;3,721;4,161;4,043;62;10;16;10;46,2
Q02725;Vacuolar transporter chaperone 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VTC3 PE=1 SV=1;VTC3;1,27E-01;1,159;1,172;1,168;1,264;1,324;1,296;18;14;16;13;96,5
Q12314;Protein arginine N-methyltransferase SFM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SFM1 PE=1 SV=1;SFM1;1,80E+00;1,632;1,655;1,631;1,857;1,905;1,861;50;10;16;10;24,7
P39705;Nucleoporin NUP60 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NUP60 PE=1 SV=1;NUP60;5,88E-03;2,906;2,84;3,094;3,759;3,705;3,641;28;11;16;11;59
Q12024;Ribosome biogenesis protein YTM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YTM1 PE=1 SV=1;YTM1;1,94E-01;2,209;2,243;2,219;2,957;2,754;2,7;29;11;16;11;51,3
P40094;Conserved oligomeric Golgi complex subunit 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COG3 PE=1 SV=1;COG3;2,59E-01;0,657;0,663;0,693;0,765;0,749;0,746;20;16;16;16;92,5
P25847;DNA mismatch repair protein MSH2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MSH2 PE=1 SV=2;MSH2;1,25E-01;0,697;0,711;0,71;0,742;0,749;0,75;14;14;16;14;108,8
P0CX20;Y' element ATP-dependent helicase protein 1 copy 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YRF1-1 PE=2 SV=1;YRF1-1;5,77E-02;1,258;1,13;1,323;1,433;1,432;1,539;9;13;16;2;203,7
P13185;Serine/threonine protein kinase KIN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=KIN1 PE=1 SV=3;KIN1;7,59E-02;0,864;0,872;0,923;1,031;1,078;1,075;14;14;16;12;120
Q99316;Protein disulfide isomerase MPD2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MPD2 PE=1 SV=1;MPD2;1,40E+00;0,447;0,462;0,45;0,512;0,531;0,543;29;10;16;10;32,4
P38792;Exosome complex component RRP4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RRP4 PE=1 SV=1;RRP4;1,68E-01;1,177;1,15;1,234;1,353;1,336;1,327;30;8;16;8;39,4
P53877;Pre-rRNA-processing protein IPI3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IPI3 PE=1 SV=1;IPI3;2,00E-01;0,73;0,766;0,76;0,959;0,897;0,923;25;13;16;13;61,7
Q02207;Peroxisomal hydratase-dehydrogenase-epimerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FOX2 PE=2 SV=1;FOX2;1,32E+00;0,192;0,253;0,221;0,285;0,307;0,324;21;16;16;16;98,6
P25298;mRNA 3'-end-processing protein RNA14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RNA14 PE=1 SV=2;RNA14;5,15E-01;0,615;0,685;0,642;0,637;0,662;0,673;22;14;16;14;79,9
P80428;Actin-related protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARP4 PE=1 SV=1;ARP4;1,92E-01;0,997;0,941;0,997;1,05;1,074;1,075;28;12;16;12;54,8
P40988;Low-affinity Fe(2+) transport protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FET4 PE=1 SV=2;FET4;2,44E-03;2,42;2,359;2,731;3,573;3,527;3,83;20;11;16;11;62,8
P40202;Superoxide dismutase 1 copper chaperone OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CCS1 PE=1 SV=1;CCS1;1,28E+00;2,331;2,485;2,392;2,314;2,308;2,448;42;9;16;9;27,3
P38961;25S rRNA (adenine(645)-N(1))-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RRP8 PE=1 SV=2;RRP8;2,00E-01;0,926;1,004;0,964;1,103;1,111;1,072;32;12;16;12;46
P32602;Alpha-soluble NSF attachment protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC17 PE=1 SV=4;SEC17;1,65E+00;1,209;1,259;1,278;1,396;1,447;1,378;50;11;16;11;32,8
P05373;Delta-aminolevulinic acid dehydratase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HEM2 PE=1 SV=2;HEM2;1,23E+01;0,32;0,341;0,329;0,308;0,338;0,323;35;9;16;9;37,7
P38077;ATP synthase subunit gamma, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ATP3 PE=1 SV=1;ATP3;4,30E+00;0,28;0,291;0,288;0,329;0,323;0,325;37;11;16;11;34,3
P51402;60S ribosomal protein L37-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL37B PE=1 SV=2;RPL37B;2,37E-01;0,688;0,691;0,742;0,823;0,831;0,841;47;5;16;3;9,9
Q08199;Nucleotide exchange factor SIL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SIL1 PE=1 SV=1;SIL1;5,10E-01;0,974;0,911;0,934;1,174;1,253;1,185;30;12;16;12;48,2
P38988;Mitochondrial GTP/GDP carrier protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GGC1 PE=1 SV=1;GGC1;1,02E+01;0,489;0,491;0,489;0,279;0,295;0,317;38;11;16;11;33,2
Q12009;tRNA (guanine-N(7)-)-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TRM8 PE=1 SV=1;TRM8;5,05E-01;0,589;0,586;0,581;0,748;0,788;0,77;45;12;16;12;33,4
P38164;SEH-associated protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEA4 PE=1 SV=2;SEA4;2,43E-02;0,902;0,946;0,972;0,954;0,955;0,966;15;13;15;13;117,6
P48567;tRNA pseudouridine synthase 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PUS4 PE=1 SV=1;PUS4;1,94E-01;1,007;0,987;1,038;1,273;1,32;1,214;39;14;15;14;45,2
P53114;Mediator of RNA polymerase II transcription subunit 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NUT1 PE=1 SV=1;NUT1;9,82E-02;1,228;1,196;1,238;1,041;1,103;1,113;15;15;15;15;128,7
Q08925;RNA-binding protein MRN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRN1 PE=1 SV=1;MRN1;4,75E-01;1,029;1,006;1,042;1,173;1,186;1,161;26;13;15;13;68,6
P40467;Activator of stress genes 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ASG1 PE=1 SV=1;ASG1;8,35E-02;0,69;0,675;0,685;0,633;0,65;0,652;14;12;15;12;108,7
P32895;Ribose-phosphate pyrophosphokinase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRS1 PE=1 SV=1;PRS1;1,51E+00;0,834;0,88;0,86;1,055;1,037;1,048;26;9;15;9;47
P10507;Mitochondrial-processing peptidase subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MAS1 PE=1 SV=1;MAS1;1,62E+00;0,613;0,598;0,606;0,537;0,535;0,533;25;11;15;11;51,1
P38912;Eukaryotic translation initiation factor 1A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TIF11 PE=1 SV=1;TIF11;3,56E+00;1,386;1,364;1,376;1,564;1,617;1,597;46;7;15;7;17,4
P13856;Ras-related protein RSR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSR1 PE=3 SV=1;RSR1;1,26E-01;3,927;4,034;4,095;5,291;4,894;4,866;34;10;15;10;30,4
